AcresBurned,Counties,Started,Started_Date,Started_Hour,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1
1431.0,"Madera, CA",2017-06-10T13:19:00Z,2017-06-10,13,14.44,0.56,5.25,305.18,0.0,0.12
1350.0,"Kern, CA",2017-07-30T16:17:00Z,2017-07-30,16,22.55,0.68,0.91,207.43,0.0,0.08
1350.0,"Riverside, CA",2017-04-30T15:23:00Z,2017-04-30,15,10.48,0.82,5.61,133.32,0.55,0.22
1319.0,"Kern, CA",2017-09-01T14:37:00Z,2017-09-01,14,23.07,0.75,1.81,52.77,0.0,0.08
1286.0,"Sacramento, CA",2017-07-26T14:45:00Z,2017-07-26,14,17.65,0.71,2.5,213.45,0.0,0.12
1200.0,"Kern, CA",2017-06-30T13:49:00Z,2017-06-30,13,16.4,0.85,0.86,161.65,0.0,0.08
1088.0,"San Diego, CA",2017-10-17T10:19:00Z,2017-10-17,10,20.11,0.54,1.34,46.42,0.0,0.03
1083.0,"Kern, CA",2017-07-18T11:45:00Z,2017-07-18,11,19.32,0.87,0.51,164.59,0.0,0.08
1044.0,"Riverside, CA",2017-08-13T16:10:00Z,2017-08-13,16,18.4,0.63,2.39,203.16,0.02,0.24
1035.0,"Madera, CA",2017-09-03T13:06:00Z,2017-09-03,13,26.63,0.39,1.79,60.11,0.0,0.12
1020.0,"Plumas, CA",2017-08-06T15:32:00Z,2017-08-06,15,19.73,0.6,0.74,6.36,0.0,0.21
1000.0,"San Diego, CA",2017-05-25T18:15:00Z,2017-05-25,18,16.38,0.66,3.84,246.03,0.0,0.05
995.0,"Shasta, CA",2017-09-12T06:58:00Z,2017-09-12,6,27.95,0.35,1.0,106.69,0.0,0.26
976.0,"Fresno, CA",2017-04-28T15:40:00Z,2017-04-28,15,15.3,0.41,4.46,311.27,0.0,0.19
900.0,"Mendocino, CA",2017-07-16T14:51:00Z,2017-07-16,14,14.54,0.86,5.01,328.4,0.0,0.1
867.0,"Yuba, CA",2017-08-20T14:44:00Z,2017-08-20,14,19.48,0.7,0.15,180.51,0.0,0.14
866.0,"Riverside, CA",2017-10-26T12:34:00Z,2017-10-26,12,14.49,0.93,2.79,254.52,0.0,0.27
859.0,"Lassen, CA",2017-08-06T19:52:00Z,2017-08-06,19,24.26,0.35,1.42,144.89,0.02,0.1
800.0,"Los Angeles, CA",2017-06-17T13:55:00Z,2017-06-17,13,17.84,0.82,0.87,142.95,0.0,0.05
775.0,"San Luis Obispo, CA",2017-08-11T16:06:00Z,2017-08-11,16,18.68,0.73,1.17,302.41,0.0,0.14
760.0,"Los Angeles, CA",2017-06-25T12:47:00Z,2017-06-25,12,19.2,0.86,1.13,153.66,0.01,0.06
690.0,"Tuolumne, CA",2017-07-29T13:50:00Z,2017-07-29,13,17.44,0.53,1.5,59.06,0.0,0.15
680.0,"Mariposa, CA",2017-09-03T13:10:00Z,2017-09-03,13,27.33,0.62,1.25,52.3,0.0,0.06
670.0,"San Bernardino, CA",2017-06-27T15:22:00Z,2017-06-27,15,25.43,0.19,1.14,133.07,0.0,0.08
630.0,"Mariposa, CA",2017-06-28T15:49:00Z,2017-06-28,15,20.07,0.5,1.33,163.67,0.0,0.06
562.0,"Modoc, CA",2017-06-28T13:50:00Z,2017-06-28,13,11.74,0.64,1.35,267.45,0.0,0.06
545.0,"Riverside, CA",2017-08-14T15:45:00Z,2017-08-14,15,18.08,0.77,3.74,184.85,0.04,0.26
530.0,"Lassen, CA",2017-08-06T15:29:00Z,2017-08-06,15,20.39,0.4,1.26,113.27,0.0,0.1
506.0,"Kern, CA",2017-05-20T14:23:00Z,2017-05-20,14,16.5,0.43,2.01,20.52,0.0,0.06
486.0,"San Diego, CA",2017-05-19T14:45:00Z,2017-05-19,14,16.07,0.78,1.86,64.2,0.0,0.07
469.0,"Siskiyou, CA",2017-07-05T11:05:00Z,2017-07-05,11,13.32,0.45,1.99,134.93,0.0,0.17
460.0,"San Luis Obispo, CA",2017-08-02T10:15:00Z,2017-08-02,10,18.22,0.86,0.88,65.22,0.0,0.14
460.0,"San Bernardino, CA",2017-07-14T14:23:00Z,2017-07-14,14,21.38,0.53,0.66,131.32,0.0,0.09
450.0,"Fresno, CA",2017-06-11T17:15:00Z,2017-06-11,17,18.45,0.39,3.5,311.74,0.0,0.13
444.0,"Santa Barbara, CA",2017-09-29T14:42:00Z,2017-09-29,14,16.54,0.46,1.89,31.01,0.0,0.06
429.0,"Madera, CA",2017-09-18T16:04:00Z,2017-09-18,16,21.4,0.47,2.93,313.45,0.0,0.12
426.0,"El Dorado, CA",2017-10-13T13:16:00Z,2017-10-13,13,24.27,0.54,1.79,185.29,0.01,0.04
422.0,"Los Angeles, CA",2017-12-06T06:31:00Z,2017-12-06,6,12.74,0.11,2.26,16.01,0.0,0.03
416.0,"Tulare, CA",2017-07-20T19:16:00Z,2017-07-20,19,32.62,0.23,1.76,306.16,0.0,0.12
410.0,"Modoc, CA",2017-07-13T15:23:00Z,2017-07-13,15,23.16,0.26,2.1,167.5,0.0,0.06
400.0,"San Diego, CA",2017-07-11T13:45:00Z,2017-07-11,13,20.39,0.92,1.51,298.76,0.0,0.06
400.0,"Fresno, CA",2017-05-10T15:27:00Z,2017-05-10,15,19.16,0.53,0.63,135.69,0.0,0.16
391.0,"Santa Cruz, CA",2017-10-16T22:30:00Z,2017-10-16,22,18.86,0.5,3.78,279.03,0.0,0.03
380.0,"Modoc, CA",2017-04-03T16:00:00Z,2017-04-03,16,3.77,0.59,2.0,35.04,0.0,0.29
370.0,"Mono, CA",2017-11-13T11:28:00Z,2017-11-13,11,18.67,0.67,5.81,241.38,0.0,0.23
370.0,"Contra Costa, CA",2017-07-08T15:26:00Z,2017-07-08,15,21.79,0.44,2.69,218.39,0.0,0.14
357.0,"Fresno, CA",2017-06-23T16:00:00Z,2017-06-23,16,31.51,0.31,1.96,302.49,0.0,0.14
340.0,"San Luis Obispo, CA",2017-07-09T13:49:00Z,2017-07-09,13,19.7,0.64,0.22,261.73,0.0,0.14
339.0,"Tulare, CA",2017-06-07T11:55:00Z,2017-06-07,11,19.9,0.37,1.64,269.86,0.0,0.12
338.0,"Kern, CA",2017-08-10T14:32:00Z,2017-08-10,14,19.94,0.79,0.48,72.88,0.0,0.08
325.0,"San Bernardino, CA",2017-08-03T15:35:00Z,2017-08-03,15,25.23,0.65,0.18,206.35,0.03,0.18
319.0,"Del Norte, CA",2017-07-19T14:00:00Z,2017-07-19,14,15.58,0.76,1.72,196.53,0.0,0.12
300.0,"Riverside, CA",2017-12-07T13:14:00Z,2017-12-07,13,8.59,0.69,6.51,304.16,0.0,0.3
288.0,"Kern, CA",2017-05-15T14:05:00Z,2017-05-15,14,11.76,0.85,0.2,108.62,0.21,0.08
260.0,"San Bernardino, CA",2017-12-05T13:35:00Z,2017-12-05,13,4.91,0.23,3.13,37.67,0.0,0.07
255.0,"San Diego, CA",2017-07-22T15:00:00Z,2017-07-22,15,20.49,0.75,1.18,234.81,0.0,0.05
245.0,"San Luis Obispo, CA",2017-09-20T13:41:00Z,2017-09-20,13,14.7,0.75,2.43,14.22,0.0,0.13
237.0,"Fresno, CA",2017-09-19T19:47:00Z,2017-09-19,19,23.7,0.37,3.93,309.93,0.0,0.12
236.0,"El Dorado, CA",2017-07-30T01:45:00Z,2017-07-30,1,22.88,0.88,1.82,73.3,0.0,0.04
231.0,"Contra Costa, CA",2017-07-08T02:20:00Z,2017-07-08,2,34.12,0.22,3.82,262.67,0.0,0.13
225.0,"Mariposa, CA",2017-07-02T13:36:00Z,2017-07-02,13,17.11,0.86,1.07,177.5,0.0,0.08
225.0,"San Luis Obispo, CA",2017-05-18T08:48:00Z,2017-05-18,8,12.67,0.66,2.25,340.33,0.0,0.14
225.0,"San Luis Obispo, CA",2017-05-15T13:58:00Z,2017-05-15,13,9.42,0.9,3.53,297.05,0.0,0.14
206.0,"Kern, CA",2017-06-10T12:17:00Z,2017-06-10,12,14.99,0.94,1.34,196.18,0.08,0.09
205.0,"Riverside, CA",2017-07-04T16:55:00Z,2017-07-04,16,18.3,0.65,3.44,270.07,0.0,0.17
200.0,"Lake, CA",2017-09-12T14:36:00Z,2017-09-12,14,17.72,0.78,1.43,346.35,0.0,0.28
200.0,"Alameda, CA",2017-08-22T14:00:00Z,2017-08-22,14,15.3,0.89,1.94,248.71,0.0,0.09
200.0,"San Diego, CA",2017-08-21T14:00:00Z,2017-08-21,14,19.26,0.82,2.03,287.65,0.0,0.05
200.0,"Riverside, CA",2017-07-31T14:22:00Z,2017-07-31,14,17.41,0.72,5.62,242.1,0.03,0.28
194.0,"Tehama, CA",2017-10-26T20:00:00Z,2017-10-26,20,26.65,0.26,1.79,325.49,0.0,0.16
190.0,"Santa Barbara, CA",2017-05-20T17:54:00Z,2017-05-20,17,22.0,0.31,1.72,222.31,0.0,0.06
186.0,"Plumas, CA",2017-08-20T16:26:00Z,2017-08-20,16,18.53,0.56,4.08,283.27,0.0,0.22
186.0,"Fresno, CA",2017-06-11T10:46:00Z,2017-06-11,10,14.22,0.61,5.82,308.52,0.0,0.13
184.0,"Kern, CA",2017-10-15T17:11:00Z,2017-10-15,17,25.95,0.12,3.46,25.78,0.0,0.06
183.0,"Kern, CA",2017-10-12T10:42:00Z,2017-10-12,10,14.6,0.73,0.93,49.58,0.0,0.05
180.0,"Shasta, CA",2017-07-18T12:39:00Z,2017-07-18,12,18.34,0.45,1.56,348.9,0.0,0.25
170.0,"San Bernardino, CA",2017-07-23T15:53:00Z,2017-07-23,15,25.46,0.44,0.86,196.54,0.0,0.08
168.0,"Riverside, CA",2017-08-19T16:31:00Z,2017-08-19,16,16.18,0.67,8.54,266.79,0.0,0.26
166.0,"Butte, CA",2017-07-10T14:45:00Z,2017-07-10,14,21.63,0.42,0.92,64.79,0.0,0.16
157.0,"Lassen, CA",2017-08-26T12:35:00Z,2017-08-26,12,14.76,0.47,0.23,330.26,0.0,0.09
157.0,"Madera, CA",2017-06-07T21:00:00Z,2017-06-07,21,32.85,0.15,2.68,303.7,0.0,0.12
155.0,"Alameda, CA",2017-09-19T14:05:00Z,2017-09-19,14,13.22,0.73,2.28,281.6,0.0,0.08
155.0,"Siskiyou, CA",2017-07-29T16:33:00Z,2017-07-29,16,22.48,0.41,0.54,54.34,0.0,0.15
153.0,"Riverside, CA",2017-06-18T15:10:00Z,2017-06-18,15,25.49,0.54,1.15,206.7,0.0,0.18
150.0,"Butte, CA",2017-10-09T15:05:00Z,2017-10-09,15,15.71,0.17,3.98,31.57,0.0,0.16
150.0,"San Luis Obispo, CA",2017-07-24T14:43:00Z,2017-07-24,14,14.25,0.87,0.79,162.46,0.0,0.14
150.0,"San Luis Obispo, CA",2017-06-14T11:44:00Z,2017-06-14,11,14.29,0.61,2.14,1.53,0.0,0.13
150.0,"Madera, CA",2017-05-17T15:30:00Z,2017-05-17,15,14.77,0.6,4.97,311.7,0.0,0.13
150.0,"San Bernardino, CA",2017-04-30T16:03:00Z,2017-04-30,16,20.36,0.09,0.32,334.45,0.0,0.07
148.0,"Trinity, CA",2017-10-14T16:00:00Z,2017-10-14,16,27.3,0.58,3.55,198.85,0.0,0.34
146.0,"Mendocino, CA",2017-09-19T13:02:00Z,2017-09-19,13,13.27,0.89,3.81,339.09,0.02,0.1
143.0,"Butte, CA",2017-09-28T14:46:00Z,2017-09-28,14,12.93,0.46,2.57,57.33,0.0,0.17
140.0,"El Dorado, CA",2017-07-26T13:58:00Z,2017-07-26,13,27.07,0.46,9.01,296.75,0.0,0.04
136.0,"El Dorado, CA",2017-09-17T15:18:00Z,2017-09-17,15,24.85,0.33,6.44,319.42,0.0,0.04
135.0,"Los Angeles, CA",2017-07-28T15:25:00Z,2017-07-28,15,21.53,0.64,1.12,169.77,0.0,0.06
135.0,"Tulare, CA",2017-06-13T17:00:00Z,2017-06-13,17,21.24,0.42,1.65,302.51,0.0,0.13
134.0,"Butte, CA",2017-06-16T09:27:00Z,2017-06-16,9,21.78,0.55,2.74,24.32,0.0,0.22
130.0,"Calaveras, CA",2017-10-09T01:10:00Z,2017-10-09,1,27.78,0.83,3.04,132.11,0.13,0.18
130.0,"San Diego, CA",2017-09-01T04:20:00Z,2017-09-01,4,23.42,0.81,1.9,180.48,0.0,0.06
130.0,"San Luis Obispo, CA",2017-05-02T14:32:00Z,2017-05-02,14,15.18,0.66,2.02,41.78,0.0,0.15
128.0,"Shasta, CA",2017-07-01T00:48:00Z,2017-07-01,0,36.23,0.15,2.81,179.05,0.0,0.26
126.0,"Fresno, CA",2017-04-29T17:15:00Z,2017-04-29,17,20.89,0.27,0.81,310.84,0.0,0.17
125.0,"Mariposa, CA",2017-08-13T16:23:00Z,2017-08-13,16,22.78,0.53,1.22,177.43,0.0,0.07
124.0,"Tuolumne, CA",2017-07-30T16:28:00Z,2017-07-30,16,29.2,0.2,0.78,260.39,0.0,0.15
122.0,"Riverside, CA",2017-08-04T14:25:00Z,2017-08-04,14,18.52,0.77,5.48,258.5,0.01,0.27
120.0,"San Luis Obispo, CA",2017-09-03T16:59:00Z,2017-09-03,16,27.26,0.5,1.84,119.07,0.0,0.13
120.0,"Riverside, CA",2017-05-25T14:48:00Z,2017-05-25,14,22.87,0.58,4.24,128.93,0.0,0.22
117.0,"Calaveras, CA",2017-07-17T12:55:00Z,2017-07-17,12,27.31,0.84,3.05,220.98,0.02,0.16
116.0,"Alameda, CA",2017-10-17T14:00:00Z,2017-10-17,14,10.94,0.8,0.89,199.72,0.0,0.08
114.0,"Napa, CA",2017-08-11T12:57:00Z,2017-08-11,12,15.2,0.89,2.11,226.18,0.0,0.14
111.0,"Fresno, CA",2017-08-26T14:31:00Z,2017-08-26,14,22.82,0.46,1.0,308.21,0.0,0.13
111.0,"Butte, CA",2017-06-22T11:10:00Z,2017-06-22,11,26.2,0.23,3.21,26.77,0.0,0.16
105.0,"San Luis Obispo, CA",2017-09-26T15:30:00Z,2017-09-26,15,15.48,0.46,2.86,42.23,0.0,0.11
105.0,"Riverside, CA",2017-06-15T11:36:00Z,2017-06-15,11,16.24,0.71,6.88,262.13,0.0,0.22
103.0,"Butte, CA",2017-07-19T16:02:00Z,2017-07-19,16,25.95,0.24,0.95,255.35,0.0,0.15
102.0,"Fresno, CA",2017-08-30T16:51:00Z,2017-08-30,16,27.4,0.33,2.9,296.93,0.0,0.12
101.0,"Santa Clara, CA",2017-07-11T16:51:00Z,2017-07-11,16,35.71,0.18,1.83,294.72,0.0,0.14
100.0,"San Diego, CA",2017-10-21T13:04:00Z,2017-10-21,13,15.7,0.77,2.12,148.84,0.0,0.05
100.0,"Sonoma, CA",2017-10-14T20:35:00Z,2017-10-14,20,23.78,0.14,2.79,3.86,0.0,0.13
100.0,"Lake, CA",2017-10-14T05:00:00Z,2017-10-14,5,15.04,0.91,1.45,121.37,0.03,0.31
100.0,"Solano, CA",2017-10-02T09:37:00Z,2017-10-02,9,17.21,0.91,0.84,175.96,0.02,0.06
100.0,"Santa Clara, CA",2017-09-03T19:17:00Z,2017-09-03,19,29.31,0.1,4.03,275.92,0.0,0.13
100.0,"Fresno, CA",2017-09-03T09:23:00Z,2017-09-03,9,30.21,0.37,1.97,112.47,0.0,0.13
100.0,"Santa Clara, CA",2017-08-11T14:55:00Z,2017-08-11,14,31.99,0.15,2.6,21.65,0.0,0.13
100.0,"San Bernardino, CA",2017-07-31T14:44:00Z,2017-07-31,14,21.16,0.55,0.52,201.72,0.0,0.07
99.0,"San Bernardino, CA",2017-11-29T12:19:00Z,2017-11-29,12,7.55,0.34,2.3,52.77,0.0,0.07
92.0,"Riverside, CA",2017-08-07T14:14:00Z,2017-08-07,14,17.06,0.74,3.91,257.68,0.0,0.25
91.0,"Fresno, CA",2017-07-05T15:40:00Z,2017-07-05,15,25.21,0.35,3.94,263.6,0.0,0.13
91.0,"Butte, CA",2017-06-06T12:43:00Z,2017-06-06,12,16.57,0.37,2.25,58.13,0.0,0.17
90.0,"Madera, CA",2017-07-07T10:00:00Z,2017-07-07,10,26.32,0.36,2.49,312.06,0.0,0.13
87.0,"Lake, CA",2017-10-06T14:38:00Z,2017-10-06,14,18.09,0.87,0.86,256.15,0.0,0.2
86.0,"Ventura, CA",2017-10-24T14:44:00Z,2017-10-24,14,21.42,0.74,1.04,299.92,0.22,0.44
85.0,"Riverside, CA",2017-08-31T10:13:00Z,2017-08-31,10,15.8,0.76,4.47,275.06,0.24,0.21
85.0,"Humboldt, CA",2017-08-03T11:58:00Z,2017-08-03,11,7.1,0.96,2.18,256.67,0.0,0.21
85.0,"San Bernardino, CA",2017-07-22T13:35:00Z,2017-07-22,13,20.54,0.44,0.29,187.62,0.0,0.08
85.0,"Santa Clara, CA",2017-06-29T13:56:00Z,2017-06-29,13,21.53,0.34,6.17,300.33,0.0,0.17
82.0,"Monterey, CA",2017-08-07T18:08:00Z,2017-08-07,18,16.86,0.79,3.58,320.59,0.0,0.05
81.0,"San Diego, CA",2017-10-13T15:40:00Z,2017-10-13,15,17.5,0.82,1.66,331.89,0.0,0.04
80.0,"El Dorado, CA",2017-12-28T20:51:00Z,2017-12-28,20,9.93,0.59,9.67,299.86,0.0,0.15
79.0,"Plumas, CA",2017-09-03T20:32:00Z,2017-09-03,20,22.97,0.46,3.76,319.31,0.0,0.19
79.0,"Tulare, CA",2017-05-31T11:30:00Z,2017-05-31,11,19.45,0.37,4.16,294.32,0.0,0.14
78.0,"Santa Clara, CA",2017-07-23T16:07:00Z,2017-07-23,16,34.25,0.2,3.96,313.59,0.0,0.12
78.0,"Tehama, CA",2017-06-04T16:22:00Z,2017-06-04,16,23.88,0.35,0.56,267.88,0.0,0.13
76.0,"Fresno, CA",2017-06-11T22:45:00Z,2017-06-11,22,22.96,0.21,3.18,320.68,0.01,0.13
74.0,"San Luis Obispo, CA",2017-09-26T16:45:00Z,2017-09-26,16,19.52,0.38,2.25,38.53,0.0,0.11
74.0,"El Dorado, CA",2017-07-08T16:38:00Z,2017-07-08,16,29.55,0.44,4.23,155.7,0.0,0.05
74.0,"San Bernardino, CA",2017-07-07T15:45:00Z,2017-07-07,15,29.86,0.29,0.8,15.12,0.0,0.09
73.0,"San Luis Obispo, CA",2017-10-13T12:14:00Z,2017-10-13,12,11.61,0.4,3.41,20.53,0.0,0.12
72.0,"Riverside, CA",2017-07-18T15:34:00Z,2017-07-18,15,23.2,0.66,6.17,101.92,0.31,0.15
70.0,"San Luis Obispo, CA",2017-08-02T10:33:00Z,2017-08-02,10,18.22,0.86,0.88,65.22,0.0,0.14
70.0,"Colusa, CA",2017-07-17T13:17:00Z,2017-07-17,13,27.47,0.18,2.15,272.31,0.0,0.09
70.0,"Santa Clara, CA",2017-07-10T15:54:00Z,2017-07-10,15,30.8,0.29,1.64,282.94,0.0,0.16
70.0,"Fresno, CA",2017-05-19T23:28:00Z,2017-05-19,23,33.03,0.13,2.47,339.65,0.0,0.14
69.0,"Fresno, CA",2017-08-27T18:47:00Z,2017-08-27,18,33.67,0.28,1.34,330.53,0.0,0.13
68.0,"Sacramento, CA",2017-06-01T15:38:00Z,2017-06-01,15,17.6,0.65,1.91,174.51,0.0,0.19
67.0,"Lassen, CA",2017-06-04T16:12:00Z,2017-06-04,16,19.2,0.21,1.37,214.03,0.0,0.09
65.0,"Stanislaus, CA",2017-06-21T14:45:00Z,2017-06-21,14,24.45,0.49,3.45,310.39,0.0,0.14
63.0,"Riverside, CA",2017-07-28T18:11:00Z,2017-07-28,18,16.76,0.92,8.74,209.18,1.12,0.27
63.0,"Mariposa, CA",2017-06-15T07:30:00Z,2017-06-15,7,19.42,0.6,0.99,91.5,0.0,0.06
62.0,"San Diego, CA",2017-08-26T11:30:00Z,2017-08-26,11,18.16,0.91,1.19,309.75,0.0,0.06
62.0,"Lake, CA",2017-08-08T16:40:00Z,2017-08-08,16,21.69,0.67,3.56,350.5,0.02,0.32
62.0,"Stanislaus, CA",2017-07-08T11:00:00Z,2017-07-08,11,26.24,0.24,2.07,305.15,0.0,0.14
60.0,"Tehama, CA",2017-06-18T07:15:00Z,2017-06-18,7,30.65,0.26,5.12,335.13,0.0,0.11
59.0,"Tulare, CA",2017-07-17T15:32:00Z,2017-07-17,15,29.86,0.22,0.47,329.64,0.0,0.12
59.0,"Calaveras, CA",2017-07-12T13:10:00Z,2017-07-12,13,28.55,0.83,4.42,110.3,0.35,0.16
58.0,"Fresno, CA",2017-10-11T15:59:00Z,2017-10-11,15,14.28,0.43,2.36,300.5,0.0,0.13
58.0,"Lake, CA",2017-09-12T16:08:00Z,2017-09-12,16,23.19,0.54,0.97,279.89,0.0,0.27
58.0,"Tulare, CA",2017-07-18T15:50:00Z,2017-07-18,15,28.55,0.14,2.11,289.91,0.0,0.12
58.0,"San Luis Obispo, CA",2017-07-07T16:23:00Z,2017-07-07,16,26.84,0.44,2.22,30.68,0.0,0.14
57.0,"Tehama, CA",2017-07-28T13:24:00Z,2017-07-28,13,22.98,0.39,0.39,324.66,0.0,0.11
57.0,"Fresno, CA",2017-07-04T13:21:00Z,2017-07-04,13,22.6,0.52,2.02,307.12,0.0,0.13
56.0,"Siskiyou, CA",2017-06-18T15:45:00Z,2017-06-18,15,17.82,0.53,1.24,14.45,0.0,0.18
55.0,"Solano, CA",2017-09-23T11:05:00Z,2017-09-23,11,12.5,0.88,1.28,41.91,0.0,0.08
55.0,"Siskiyou, CA",2017-08-29T15:39:00Z,2017-08-29,15,18.08,0.48,1.56,124.2,0.0,0.18
55.0,"Los Angeles, CA",2017-06-29T15:09:00Z,2017-06-29,15,18.2,0.68,1.62,173.06,0.0,0.06
54.0,"Siskiyou, CA",2017-08-28T22:00:00Z,2017-08-28,22,33.57,0.18,1.38,202.11,0.0,0.18
54.0,"Siskiyou, CA",2017-08-28T21:38:00Z,2017-08-28,21,31.25,0.15,1.12,217.35,0.0,0.18
54.0,"Santa Clara, CA",2017-06-21T18:02:00Z,2017-06-21,18,35.05,0.29,2.46,224.82,0.0,0.16
51.0,"Santa Clara, CA",2017-07-26T23:19:00Z,2017-07-26,23,27.46,0.3,2.9,309.35,0.0,0.12
50.0,"Kern, CA",2017-10-26T11:55:00Z,2017-10-26,11,16.87,0.28,1.92,31.79,0.0,0.04
50.0,"Riverside, CA",2017-10-23T10:31:00Z,2017-10-23,10,14.62,0.95,4.18,217.29,0.01,0.29
50.0,"Los Angeles, CA",2017-10-17T03:43:00Z,2017-10-17,3,25.29,0.15,1.56,304.89,0.0,0.05
50.0,"Kern, CA",2017-08-05T13:16:00Z,2017-08-05,13,20.13,0.87,1.16,152.11,0.0,0.07
50.0,"Santa Barbara, CA",2017-07-17T14:55:00Z,2017-07-17,14,18.72,0.83,1.27,115.94,0.01,0.07
50.0,"Yuba, CA",2017-07-08T16:47:00Z,2017-07-08,16,32.28,0.2,0.56,198.46,0.0,0.16
50.0,"Ventura, CA",2017-07-04T14:45:00Z,2017-07-04,14,18.05,0.84,0.55,268.19,0.03,0.42
50.0,"Riverside, CA",2017-07-03T15:14:00Z,2017-07-03,15,18.85,0.7,6.11,261.85,0.0,0.18
50.0,"San Diego, CA",2017-06-13T14:31:00Z,2017-06-13,14,15.4,0.81,0.75,229.28,0.0,0.05
48.0,"Madera, CA",2017-09-20T21:07:00Z,2017-09-20,21,27.94,0.32,3.36,292.53,0.0,0.12
48.0,"Riverside, CA",2017-05-28T15:27:00Z,2017-05-28,15,19.61,0.65,3.2,89.3,0.0,0.22
47.0,"San Benito, CA",2017-11-25T16:46:00Z,2017-11-25,16,21.65,0.58,2.13,250.45,0.05,0.17
47.0,"San Luis Obispo, CA",2017-07-20T14:43:00Z,2017-07-20,14,15.43,0.88,1.55,324.28,0.0,0.13
46.0,"Riverside, CA",2017-08-27T14:51:00Z,2017-08-27,14,22.05,0.62,0.33,211.15,0.0,0.22
46.0,"San Bernardino, CA",2017-07-12T15:29:00Z,2017-07-12,15,22.35,0.58,0.69,174.12,0.0,0.1
46.0,"Siskiyou, CA",2017-06-06T16:38:00Z,2017-06-06,16,19.89,0.33,0.8,139.71,0.0,0.17
45.0,"Riverside, CA",2017-12-21T11:16:00Z,2017-12-21,11,10.19,0.94,5.36,254.64,0.0,0.27
45.0,"San Luis Obispo, CA",2017-10-09T14:30:00Z,2017-10-09,14,12.93,0.75,1.41,96.48,0.0,0.12
45.0,"Shasta, CA",2017-04-03T16:00:00Z,2017-04-03,16,11.44,0.4,3.12,356.18,0.0,0.41
44.0,"Alameda, CA",2017-08-27T17:45:00Z,2017-08-27,17,21.15,0.56,1.58,251.22,0.0,0.09
43.0,"Tehama, CA",2017-11-02T14:40:00Z,2017-11-02,14,9.68,0.79,1.94,148.53,0.0,0.13
43.0,"Monterey, CA",2017-09-11T15:11:00Z,2017-09-11,15,18.58,0.85,0.84,83.97,0.0,0.05
42.0,"Monterey, CA",2017-06-29T20:44:00Z,2017-06-29,20,15.21,0.77,4.8,299.26,0.0,0.06
42.0,"Tehama, CA",2017-06-24T11:15:00Z,2017-06-24,11,25.49,0.4,0.49,343.42,0.0,0.11
42.0,"Modoc, CA",2017-06-03T13:09:00Z,2017-06-03,13,12.19,0.68,1.26,160.28,0.0,0.07
41.0,"Siskiyou, CA",2017-08-13T12:41:00Z,2017-08-13,12,14.0,0.62,1.05,22.75,0.0,0.18
41.0,"Los Angeles, CA",2017-06-29T15:45:00Z,2017-06-29,15,18.2,0.68,1.62,173.06,0.0,0.06
41.0,"Kern, CA",2017-05-14T14:00:00Z,2017-05-14,14,12.28,0.68,1.63,91.97,0.0,0.08
40.0,"Riverside, CA",2017-12-04T12:26:00Z,2017-12-04,12,9.42,0.84,3.43,292.93,0.0,0.27
40.0,"Riverside, CA",2017-11-14T16:11:00Z,2017-11-14,16,11.9,0.93,5.17,246.95,0.01,0.28
40.0,"San Bernardino, CA",2017-10-24T10:27:00Z,2017-10-24,10,20.42,0.22,2.68,45.14,0.0,0.06
40.0,"Shasta, CA",2017-10-08T04:53:00Z,2017-10-08,4,18.43,0.36,1.68,307.36,0.0,0.23
40.0,"Kern, CA",2017-09-29T15:58:00Z,2017-09-29,15,17.73,0.37,2.0,28.4,0.0,0.06
40.0,"Del Norte, CA",2017-09-12T12:45:00Z,2017-09-12,12,21.65,0.68,2.31,132.07,0.0,0.13
40.0,"Humboldt, CA",2017-08-28T08:01:00Z,2017-08-28,8,12.93,0.66,2.69,205.52,0.0,0.15
40.0,"Tehama, CA",2017-08-26T15:03:00Z,2017-08-26,15,22.7,0.26,1.29,331.33,0.0,0.13
40.0,"Lake, CA",2017-07-17T14:44:00Z,2017-07-17,14,25.29,0.78,0.89,159.86,0.12,0.3
40.0,"Monterey, CA",2017-07-16T11:17:00Z,2017-07-16,11,14.03,0.82,0.37,340.17,0.0,0.05
39.0,"Tuolumne, CA",2017-09-19T00:22:00Z,2017-09-19,0,23.69,0.42,2.97,261.01,0.0,0.15
39.0,"Yuba, CA",2017-07-24T14:56:00Z,2017-07-24,14,22.23,0.46,1.95,140.18,0.0,0.14
39.0,"Solano, CA",2017-06-22T13:08:00Z,2017-06-22,13,18.44,0.72,1.37,161.36,0.0,0.06
38.0,"Marin, CA",2017-06-27T10:39:00Z,2017-06-27,10,27.38,0.55,5.17,350.14,0.0,0.03
38.0,"Tuolumne, CA",2017-06-11T18:49:00Z,2017-06-11,18,11.38,0.54,2.67,224.41,0.05,0.25
37.0,"Shasta, CA",2017-10-31T11:22:00Z,2017-10-31,11,9.94,0.63,3.29,5.77,0.0,0.32
36.0,"Mariposa, CA",2017-07-07T15:50:00Z,2017-07-07,15,27.38,0.34,0.21,113.07,0.0,0.06
36.0,"San Diego, CA",2017-06-25T12:09:00Z,2017-06-25,12,17.19,0.93,3.36,302.2,0.03,0.06
